1,CASA VOYAGEURS/MARRAKECH,8,340,SRID=3857;POINT (-851596.7498882831 3967357.0515490603),SRID=3857;POINT (-851607.6731740611 3967365.8083651373),1920000,1920000,,Facultes,Haltes,LIN06.T001.FACULTES,,8400,0,CASABLANCA,
79,CASAVOYAGEURS/SKACEM,85,815,SRID=3857;POINT (-763347.0704368323 4028967.3776852633),SRID=3857;POINT (-763296.5535912133 4028916.0741930944),2290000,2290000,93,Rabat Agdal,STATION,LIN01.T001.RABATAGD,COMMERCIALE,86000,231,RABAT,oui
80,EL JADIDA/EL JORF V2,101,947,SRID=3857;POINT (-957936.4759465691 3914700.083017305),SRID=3857;POINT (-957951.0247173841 3914703.7344920444),6000000,6000000,93,Jorf Lasfar,HALT,LIN08.T001.J.LASFAR,NULL,102300,600,JORF LASFAR,oui
81,FES/OUJDA,33,15,SRID=3857;POINT (-532261.7965431826 4036879.5098694414),SRID=3857;POINT (-532238.8980139364 4036886.697174803),4110000,4110000,93,Ain Sbit,STATION,LIN02.T001.AINSBIT,COMMERCIALE,33000,411,AIN SBIT,oui
82,FES/OUJDA,291,903,SRID=3857;POINT (-279567.8138710581 4107423.4138174797),SRID=3857;POINT (-279544.0524924781 4107426.789745201),4590000,4590000,93,El Aioun,STATION,LIN02.T001.ELAIOUN,COMMERCIALE,291900,459,EL AIOUN,oui
83,FES/OUJDA,207,533,SRID=3857;POINT (-350158.4499269326 4072109.6245828015),SRID=3857;POINT (-350139.99505057523 4072089.9162713913),4450000,4450000,93,El Agreb,HALT,LIN02.T001.ELAGREB,NULL,207500,445,EL AGREB,oui
84,FES/OUJDA,73,643,SRID=3857;POINT (-492047.0376064796 4046209.040454652),SRID=3857;POINT (-492041.8454732169 4046239.602551311),4190000,4190000,93,Chebabat,STATION,LIN02.T001.CHEBABAT,COMMERCIALE,73600,419,CHEBABAT,oui
85,FES/OUJDA,43,503,SRID=3857;POINT (-523867.4014261236 4042206.6400589724),SRID=3857;POINT (-523871.34771234985 4042232.3388298578),4130000,4130000,93,Touabba,STATION,LIN02.T001.TOUABAA,COMMERCIALE,43500,413,TOUABAA,oui
86,FES/OUJDA,166,703,SRID=3857;POINT (-394147.965182888 4055506.922027043),SRID=3857;POINT (-394136.1585609576 4055533.409829492),4400000,4400000,93,Safsafat,STATION,LIN02.T001.SAFSAFAT,COMMERCIALE,166700,439,SAFSAFAT,oui
87,FES/OUJDA,15,724,SRID=3857;POINT (-542420.5212096145 4033947.691807211),SRID=3857;POINT (-542422.5024562035 4033918.7595646093),4060000,4060000,93,Sidi Harazem,STATION,LIN02.T001.S.HRAZEM,COMMERCIALE,15700,406,SIDI HARAZEM,oui
88,FES/OUJDA,147,668,SRID=3857;POINT (-415298.24642113503 4060893.571713532),SRID=3857;POINT (-415280.21879728057 4060916.287452088),4370000,4370000,93,M'Soun,HALT,LIN02.T001.M'SOUN,NULL,147700,437,M'SOUN,oui
89,FES/OUJDA,337,442,SRID=3857;POINT (-228427.7373809277 4113603.5774842957),SRID=3857;POINT (-228445.10882486496 4113628.0362850744),4700000,4700000,93,Beni Oukil,STATION,LIN02.T001.BENIOUKIL,COMMERCIALE,337400,470,BENI OUKIL,oui
90,CASAVOYAGEURS/SKACEM,88,425,SRID=3857;POINT (-760958.5193705757 4031007.390387849),SRID=3857;POINT (-760954.073814252 4030998.4328754167),2310000,2310000,,Rabat Ville,HALTES,LIN01.T001.RABATVILLE,,88500,0,RABAT,
91,CASAVOYAGEURS/SKACEM,127,309,SRID=3857;POINT (-732699.7165073721 4062633.5686331387),SRID=3857;POINT (-732707.3410393443 4062652.0582656986),2500000,2500000,93,Kenitra,STATION,LIN01.T001.KENITRA,COMMERCIALE,127500,250,KENITRA,oui
92,FES/OUJDA,64,77,SRID=3857;POINT (-502886.1212303135 4044452.8284345996),SRID=3857;POINT (-502904.3185007545 4044477.925433394),4170000,4170000,93,Matmata,STATION,LIN02.T001.MATMATA,COMMERCIALE,64100,417,MATMATA,oui
93,FES/OUJDA,105,63,SRID=3857;POINT (-461391.50110837974 4056854.2352546128),SRID=3857;POINT (-461406.1453819093 4056878.1004018527),4270000,4270000,93,Bab Merzouka,STATION,LIN02.T001.B.MERZOUKA,COMMERCIALE,105100,427,BAB MARZOUKA,oui
94,FES/OUJDA,119,52,SRID=3857;POINT (-446242.10014244856 4060127.465239557),SRID=3857;POINT (-446236.6871032663 4060111.350060166),4310000,4310000,93,Taza,STATION,LIN02.T001.TAZA,COMMERCIALE,119100,431,TAZA,oui
95,FES/OUJDA,236,662,SRID=3857;POINT (-322604.9386331141 4083795.795614976),SRID=3857;POINT (-322594.01840900327 4083826.9364034273),4510000,4510000,93,Taourirt,STATION,LIN02.T001.TAOURIRT,COMMERCIALE,236700,451,TAOURIRT,oui
96,FES/OUJDA,321,337,SRID=3857;POINT (-246994.45501363493 4109812.3020972908),SRID=3857;POINT (-247002.93344350252 4109846.259662383),4630000,4630000,93,Naima,STATION,LIN02.T001.NAIMA,COMMERCIALE,321300,463,NAIMA,oui
97,FES/OUJDA,89,547,SRID=3857;POINT (-476643.72064072307 4054154.7076050523),SRID=3857;POINT (-476634.89909327746 4054136.758223429),4230000,4230000,93,Oued Amlil,STATION,LIN02.T001.OUEDAMLIL,COMMERCIALE,89500,423,OUED AMLIL,oui
98,FES/OUJDA,265,498,SRID=3857;POINT (-302193.8145179324 4101616.36232885),SRID=3857;POINT (-302216.61918782664 4101645.499024459),4550000,4550000,93,Oued Metlili,STATION,LIN02.T001.OD.METLILI,COMMERCIALE,265500,455,OUED METLILI,oui
99,FES/OUJDA,7,59,SRID=3857;POINT (-551886.9505354878 4037107.8903672444),SRID=3857;POINT (-551876.8933422784 4037134.0218207967),4040000,4040000,93,Fes Bab Ftouh,HALT,LIN02.T001.BABFTOUH,NULL,7100,380,FES,oui
100,FES/OUJDA,218,986,SRID=3857;POINT (-338696.10615851305 4076152.5020847307),SRID=3857;POINT (-338688.1569458737 4076148.28189298),4470000,4470000,93,Gteter,HALT,LIN02.T001.GTETER,NULL,217700,447,GUOUTTITIR,oui
101,FES/OUJDA,185,264,SRID=3857;POINT (-372855.8474814646 4059653.4233929114),SRID=3857;POINT (-372852.66195445857 4059641.8539323495),4410000,4410000,93,Guercif,STATION,LIN02.T001.GUERCIF,COMMERCIALE,185300,441,GUERCIF,oui
102,GUENFOUDA/HASSI BLAL_U,0,418,SRID=3857;POINT (-227519.4329034834 4093424.9872631184),SRID=3857;POINT (-227453.44912265017 4093423.5241612927),110000,110000,93,Guenfouda,HALT,LIN10.T001.GUENFOUDA,NULL,430,11,GUENFOUDA,oui_selon PK
103,GUENFOUDA/HASSI BLAL_U,45,439,SRID=3857;POINT (-244066.0795897825 4070188.2709829574),SRID=3857;POINT (-244071.32049633187 4070211.691762162),490000,490000,93,Hassiblal Jerada,HALT,LIN10.T002.H.B.JERADA,NULL,44500,49,HASSI BLAL DJER,oui_selon PK
104,Nouaceur/EljadidaV1,52,793,SRID=3857;POINT (-908235.9072164457 3939463.4996447726),SRID=3857;POINT (-908231.8372375517 3939454.3653537873),6300000,6300000,93,Tnine Chtouka,STATION,LIN08.T001.T.CHTOUKA,COMMERCIALE,52800,630,TNINE CHTOUKA,oui
105,Nouaceur/ElJadidaV2,89,946,SRID=3857;POINT (-947399.3683797185 3924318.911315717),SRID=3857;POINT (-947393.6124291254 3924354.4481843575),6100000,6100000,93,El Jadida,STATION,LIN08.T001.ELJADIDA,COMMERCIALE,89400,610,EL JADIDA,oui
106,Nouaceur/ElJadidaV2,71,525,SRID=3857;POINT (-928757.7996368284 3931861.849415884),SRID=3857;POINT (-928752.9784772292 3931886.380139887),6200000,6200000,93,Azemmour (halte),HALT,LIN08.T001.AZEMMOUR,NULL,74200,620,AZEMMOUR,oui
107,Nouaceur/ElJadidaV2,35,738,SRID=3857;POINT (-888358.7197774365 3943631.884614472),SRID=3857;POINT (-888360.6735126032 3943637.5576135814),6400000,6400000,93,Bir Jdid,STATION,LIN08.T001.BIRJDID,COMMERCIALE,35700,640,BIRJDID,oui
108,OUJDA/FRONTIERE ALGERIENNE,16,361,SRID=3857;POINT (-200764.32463933565 4135023.174000391),SRID=3857;POINT (-200811.21300242844 4135062.192988159),4950000,4950000,93,Akid Abbes,HALT,LIN02.T001.AKI,NULL,17300,490,OUJDA,oui
109,S.EL AIDI/B.IDIRU,149,920,SRID=3857;POINT (-757282.5797142436 3878081.4200644013),SRID=3857;POINT (-757299.08922913 3878062.646787697),1690000,1690000,93,Beni Idir,HALT,LIN09.T002.BENIIDIR,NULL,149800,169,BENI IDIR,oui
110,S.ELAIDI/OUED ZEM,120,717,SRID=3857;POINT (-790116.2516394836 3874877.9967485233),SRID=3857;POINT (-790124.258876433 3874900.6216055714),1630000,1630000,93,M'Rizig,STATION,LIN09.T001.M'RIZIG,COMMERCIALE,120700,163,M'RIZIG,oui
111,S.ELAIDI/OUED ZEM,142,704,SRID=3857;POINT (-764794.3965224391 3880984.8921570894),SRID=3857;POINT (-764801.9645345347 3881009.7663443713),1680000,1680000,93,Sidi El Rhazouani,HALT,LIN09.T001.S.RHAZOUANI,NULL,142600,168,SIDI RHAZOUANI,oui
112,S.ELAIDI/OUED ZEM,87,277,SRID=3857;POINT (-822894.2301834812 3892388.91652829),SRID=3857;POINT (-822878.1995191673 3892414.274323968),1550000,1550000,93,Ras El Ain,STATION,LIN09.T001.RASELAIN,COMMERCIALE,87300,155,RAS EL AIN,oui
113,S.ELAIDI/OUED ZEM,102,151,SRID=3857;POINT (-808868.7857982668 3883565.704011377),SRID=3857;POINT (-808864.2232380195 3883594.342849412),1590000,1590000,93,Sidi Hajaj,STATION,LIN09.T001.S.HAJJAJ,COMMERCIALE,102100,159,SIDI HAJJAJ,oui
114,S.ELAIDI/OUED ZEM,96,370,SRID=3857;POINT (-813900.3228838053 3887616.332731838),SRID=3857;POINT (-813886.8099365785 3887648.6189557924),1570000,1570000,93,Ouled Bou Salham,HALT,LIN09.T001.O.BOSALHAM,NULL,96300,155,RAS EL AIN,oui
115,FES/OUJDA,353,681,SRID=3857;POINT (-214227.3575102059 4120412.7514735656),SRID=3857;POINT (-214272.60491100213 4120425.466532401),4900000,4900000,93,Oujda,STATION,LIN02.T001.OUJDA,COMMERCIALE,353500,490,OUJDA,oui
116,Nouaceur/ElJadidaV2,18,293,SRID=3857;POINT (-867623.24508176 3943763.0471886056),SRID=3857;POINT (-867623.3890529637 3943784.046695083),6500000,6500000,93,Laassilat,STATION,LIN08.T001.LAASSILAT,COMMERCIALE,18300,650,LAASSILAT,oui
117,S.ELAIDI/OUED ZEM,77,937,SRID=3857;POINT (-832657.3658476872 3896251.5502109006),SRID=3857;POINT (-832673.4309979224 3896239.637572741),1530000,1530000,93,Moualine El Oued,STATION,LIN09.T001.M.ELOUED,COMMERCIALE,77900,153,MOUALINE ELOUED,oui
118,S.ELAIDI/OUED ZEM,67,76,SRID=3857;POINT (-840833.7955390436 3905472.9518846213),SRID=3857;POINT (-840819.2865243582 3905493.310875089),1510000,1510000,93,Tamdrost,STATION,LIN09.T001.TAMDROST,COMMERCIALE,67100,151,TAMDROUST,oui
119,S.ELAIDI/OUED ZEM,138,905,SRID=3857;POINT (-769100.0732311284 3879858.216482312),SRID=3857;POINT (-769104.6627345264 3879882.7916010004),1670000,1670000,93,Khouribga,STATION,LIN09.T001.KHOURIBGA,COMMERCIALE,138900,167,KHOURIBGA,oui
120,S.ELAIDI/OUED ZEM U,167,15,SRID=3857;POINT (-737515.2774240936 3881379.397774092),SRID=3857;POINT (-737513.7146948922 3881395.321274883),1780000,1780000,93,Sidi Daoui,HALT,LIN09.T001.SIDIDAOUI,NULL,166941,178,SIDI DAOUI,oui
121,S.ELAIDI/OUED ZEM U,177,250,SRID=3857;POINT (-730709.889221 3877447.096621),SRID=3857;POINT (-730709.889221 3877447.096621),1730000,1730000,93,Oued Zem,STATION,LIN09.T001.OUEDZEM,COMMERCIALE,177100,173,OUED ZEM,oui
122,S.ELAIDI/OUED ZEM U,157,338,SRID=3857;POINT (-748291.7218661683 3884688.6097450564),SRID=3857;POINT (-748287.2757372741 3884670.1372807417),1710000,1710000,93,El Goufaf,STATION,LIN09.T001.ELGOUFAF,COMMERCIALE,157300,171,EL GOUFFAF,oui
123,S.YAHYA_MACHRAA BEL KSIRI,24,475,SRID=3857;POINT (-679378.2140572562 4086692.305298796),SRID=3857;POINT (-679365.7418867272 4086677.971947398),2610000,2610000,93,Dar Gueddari,STATION,LIN01.T004.ELGUEDARI,COMMERCIALE,24490,259,S YAHYA DU GHAR,oui
124,S.YAHYA_MACHRAA BEL KSIRI,10,843,SRID=3857;POINT (-690554.7778601514 4074988.1881869473),SRID=3857;POINT (-690561.656723362 4075002.6339905225),2600000,2600000,93,Lala Yto,HALT,LIN01.T004.LALLAYTO,NULL,10680,259,S YAHYA DU GHAR,oui
125,S.YAHYA_MACHRAA BEL KSIRI,34,163,SRID=3857;POINT (-669256.4285299884 4092725.948025526),SRID=3857;POINT (-669245.7514907978 4092711.45662),2620000,2620000,93,Oulad Khtib,HALT,LIN01.T004.O.KHTIB,NULL,34310,339,MECHRAA B KSIRI,oui
126,TANGER/FES,269,540,SRID=3857;POINT (-598344.869079072 4015596.734867467),SRID=3857;POINT (-598344.5613492387 4015624.7331763864),3650000,3650000,93,Sebaa Aioun,STATION,LIN03.T001.SBAAAIOUN,COMMERCIALE,269500,365,SEBAA AIOUN,oui
127,TANGER/FES,299,411,SRID=3857;POINT (-568553.5022998423 4027352.8517694455),SRID=3857;POINT (-568570.5409083905 4027375.0708112507),3690000,3690000,93,Ras El Ma,HALT,LIN03.T001.RASELMA,NULL,299400,369,RAS EL MA,oui
128,TANGER/FES,223,16,SRID=3857;POINT (-628845.5539880082 4038120.926117422),SRID=3857;POINT (-628782.6570519367 4038149.2982063973),3570000,3570000,93,Sidi M'Barek Rdom,HALT,LIN03.T001.S.MBK.RDOM,NULL,223000,357,SIDI MBARK RDOU,oui
129,TANGER/FES,243,945,SRID=3857;POINT (-617231.0958205932 4019974.244588416),SRID=3857;POINT (-617270.1888938084 4019994.4369539684),3610000,3610000,93,Ouarzirha,HALT,LIN03.T001.OUARZIRHA,NULL,243900,361,OUARZIGHA,oui
130,TANGER/FES,254,484,SRID=3857;POINT (-615808.0104088478 4014930.517192426),SRID=3857;POINT (-615809.311956385 4014948.470074479),3630000,3630000,93,Meknes,STATION,LIN03.T001.MEKNES,COMMERCIALE,254500,363,MEKNES,oui
131,TANGER/FES,209,177,SRID=3857;POINT (-635603.7512308293 4050292.168971416),SRID=3857;POINT (-635631.7678066436 4050299.657060601),3530000,3530000,93,Bab Tisra,HALT,LIN03.T001.BABTISRA,NULL,209200,353,BAB TISRA,oui
132,TANGER/FES,287,717,SRID=3857;POINT (-580340.7760268204 4019958.0755871045),SRID=3857;POINT (-580353.3392148055 4019979.689617447),3670000,3670000,93,Ain Taoujdate,STATION,LIN03.T001.TAOUJDATE,COMMERCIALE,287700,367,AIN TAOUJDATE,oui
133,TANGER/FES,230,811,SRID=3857;POINT (-626125.1124546963 4030216.1449355525),SRID=3857;POINT (-626109.5258439485 4030234.3948003575),3590000,3590000,93,Ain Kerma,HALT,LIN03.T001.AINKERMA,NULL,230800,359,AIN KERMA,oui
134,TANGER/FES RAC,200,536,SRID=3857;POINT (-636597.332777894 4059880.533663147),SRID=3857;POINT (-636585.8578320079 4059886.643132593),3500000,3500000,93,Sidi Kacem,STATION,LIN03.T001.SIDIKACEM,COMMERCIALE,200400,350,SIDI KACEM,oui
135,TANGER/FES U,61,836,SRID=3857;POINT (-665737.4470083315 4210214.699085411),SRID=3857;POINT (-665714.6645669274 4210217.855089793),3180000,3180000,93,Tnine Sidi Lyamani,STATION,LIN03.T001.S.LYAMANI,COMMERCIALE,62100,319,TNINE S LYAMANI,oui
136,TANGER/FES U,141,951,SRID=3857;POINT (-667781.1729828166 4121081.966603481),SRID=3857;POINT (-667791.1514029275 4121082.623209977),3370000,3370000,93,Souk El Arbaa,STATION,LIN03.T001.SOK.LARBAA,COMMERCIALE,142000,337,SOUK EL ARBAA,oui
137,TANGER/FES U,132,693,SRID=3857;POINT (-665428.3164311444 4131844.3324289965),SRID=3857;POINT (-665402.2306877491 4131837.3657948365),3360000,3360000,93,Karia Ben Aouda,HALT,LIN03.T001.KR.B.AOUDA,NULL,132750,336,KARIA BEN AOUDA,oui
138,TANGER/FES U,76,408,SRID=3857;POINT (-661769.998882683 4193723.033216021),SRID=3857;POINT (-661789.9940985792 4193723.4706417457),3210000,3210000,93,Tleta Rissana,STATION,LIN03.T001.RISSANA,COMMERCIALE,76400,321,TLETA RISSANA,oui
139,TANGER/FES U,15,394,SRID=3857;POINT (-648086.0308268704 4254119.079517231),SRID=3857;POINT (-648071.7830017254 4254102.316478168),3100000,3100000,93,Dalia,STATION,LIN03.T001.DALIA,COMMERCIALE,15300,303,TANGER,oui
140,TANGER/FES U,25,911,SRID=3857;POINT (-658560.359521857 4247449.726591359),SRID=3857;POINT (-658553.775515064 4247431.9038291),3130000,3130000,93,Al Akba L'Hamra,STATION,LIN03.T001.AK.LHAMRA,COMMERCIALE,25900,313,AL AKBA ALHAMRA,oui
141,TANGER/FES U,103,100,SRID=3857;POINT (-656974.6861564422 4163158.8851441513),SRID=3857;POINT (-656982.6841384274 4163159.0648220982),3260000,3260000,,Moulay El Mehdi,,LIN03.T001.My.MEHDI,,103100,0,,
142,TANGER/FES U,44,252,SRID=3857;POINT (-670570.5939316932 4229629.595244368),SRID=3857;POINT (-670541.1555643874 4229619.880177185),3170000,3170000,93,Asilah,STATION,LIN03.T001.ASILAH,COMMERCIALE,44300,317,ASILAH,oui
143,TANGER/FES U,116,945,SRID=3857;POINT (-659730.9386797114 4149204.508634951),SRID=3857;POINT (-659754.0530571707 4149198.0491028726),3310000,3310000,93,Arbaoua,STATION,LIN03.T001.ARBAOUA,COMMERCIALE,116900,331,ARBAOUA,oui
144,TANGER/FES U,154,750,SRID=3857;POINT (-663621.1529598357 4106589.4975658464),SRID=3857;POINT (-663605.3295684612 4106595.7120879847),3390000,3390000,93,Mechraa Bel Ksiri,STATION,LIN03.T001.M.BL.KSIRI,COMMERCIALE,154800,339,MECHRAA B KSIRI,oui
145,TANGER/FES U,1,485,SRID=3857;POINT (-644002.9933 4269100.4852),SRID=3857;POINT (-644002.9933 4269100.4852),3030000,3030000,93,Tanger Ville,STATION,LIN03.T001.T.VILLE,COMMERCIALE,1400,303,TANGER,oui
146,TANGER/FES U,4,54,SRID=3857;POINT (-644410.7654585282 4266271.175665413),SRID=3857;POINT (-644434.349745761 4266284.320299136),3060000,3060000,93,Tanger Morora,STATION,LIN03.T001.T.MORORA,COMMERCIALE,3985,303,TANGER,oui
147,TANGER/FES U,186,208,SRID=3857;POINT (-645420.2996551312 4074659.9809992784),SRID=3857;POINT (-645398.5829462572 4074677.655403248),3450000,3450000,93,El M'saada,HALT,LIN03.T001.ELM'SAADA,NULL,186200,345,EL M'SAADA,oui
148,TANGER/FES U,101,350,SRID=3857;POINT (-657475.6918043803 4165250.48691163),SRID=3857;POINT (-657498.9349170958 4165244.5071364422),3250000,3250000,93,El Ksar El Kebir,STATION,LIN03.T001.KSARKEBIR,COMMERCIALE,101300,325,EL KSAR EL KEBI,oui
149,TANGER/FES U,88,265,SRID=3857;POINT (-662654.2460715553 4179761.5987491435),SRID=3857;POINT (-662638.6198538174 4179770.53302691),3230000,3230000,93,Oued El Makhazine,HALT,LIN03.T001.O.MAKHAZIN,NULL,88100,323,OUED E.MAKAZIN,oui
150,TANGER/FESV1,311,89,SRID=3857;POINT (-557373.8626 4035142.6627),SRID=3857;POINT (-557360.7404697507 4035108.067762542),3800000,3800000,93,Fes,STATION,LIN03.T001.FES,COMMERCIALE,311300,380,FES,oui
151,Tanger_Morora/Tanger MED,39,304,SRID=3857;POINT (-615146.1309513651 4282510.873659181),SRID=3857;POINT (-615128.5350725021 4282493.114575674),2930000,2930000,93,Ras Rmel (Triage),HALT,LIN04.T001.RASRMEL,NULL,39300,303,TANGER,oui_selon PK
152,Tanger_Morora/Tanger MED,42,500,SRID=3857;POINT (-612256.9159733691 4284762.8795913635),SRID=3857;POINT (-612254.009999065 4284781.656047721),2910000,2910000,93,Port Tanger MediterranÃ©e,STATION,LIN04.T001.P.T.MÃ¯Â¿Â½D,COMMERCIALE,42435,303,TANGER,oui
153,Tanger_Morora/Tanger MED,36,63,SRID=3857;POINT (-617563.4825598582 4279352.758711325),SRID=3857;POINT (-617572.5533892481 4279362.071071615),2950000,2950000,93,Ksar Sghir,STATION,LIN04.T001.KSARSGHIR,COMMERCIALE,36164,973,KSAR SGHIR,oui
154,Tanger_Morora/Tanger MED,15,337,SRID=3857;POINT (-630032.7896272746 4262360.239586961),SRID=3857;POINT (-630039.0845983622 4262376.031146068),2990000,2990000,93,Melloussa,STATION,LIN04.T001.MELLOUSSA,COMMERCIALE,15330,303,TANGER,oui
155,Triangl_Casa_V2,0,661,SRID=3857;POINT (-845173.3341571685 3975170.009873504),SRID=3857;POINT (-845264.9472207521 3975355.633273378),2040000,2040000,93,Casa Roches Noires Triage,HALT,LIN01.T003.CASARN,NULL,2800,201,CASABLANCA,Ã  verifier
156,TRIANGLE DE NOUACEUR U,12,300,SRID=3857;POINT (-843704.1638098689 3945057.0094815786),SRID=3857;POINT (-843698.5980481816 3945037.7995285112),1900000,1900000,93,Aeroport Mohammed V,STATION,LIN09.T003.AEROPMdV,COMMERCIALE,36100,187,BOUSKOURA,oui
157,Triangle_CasaV1,-1,-294,SRID=3857;POINT (-847398.7346 3975117.7088),SRID=3857;POINT (-847369.4896750506 3975147.854021258),2060000,2060000,93,Casa Port,STATION,LIN01.T006.CASAPORT,COMMERCIALE,1333,201,CASABLANCA,oui
